A,AB,B,O,dept_code,dept_name,pdept_code,trans_dt,dow,day,month,year,week,hol_dur,hol_lower,hol_upper,TOTAL
9.0,6.0,2.0,14.0,4103,tbd,4103,2013-09-26,3,26,9,2013,39,,,,31.0
16.0,0.0,10.0,2.0,4103,tbd,4103,2013-09-27,4,27,9,2013,39,,,,28.0
2.0,0.0,8.0,2.0,4103,tbd,4103,2013-09-28,5,28,9,2013,39,,,,12.0
2.0,0.0,8.0,4.0,4103,tbd,4103,2013-09-29,6,29,9,2013,39,,,,14.0
0.0,0.0,6.0,2.0,4103,tbd,4103,2013-09-30,0,30,9,2013,40,,,,8.0
0.0,0.0,8.0,2.0,4103,tbd,4103,2013-10-01,1,1,10,2013,40,7.0,-2.0,2.0,10.0
8.0,0.0,4.0,2.0,4103,tbd,4103,2013-10-02,2,2,10,2013,40,7.0,-2.0,2.0,14.0
12.0,0.0,15.0,8.0,4103,tbd,4103,2013-10-03,3,3,10,2013,40,7.0,-2.0,2.0,35.0
2.0,0.0,5.0,8.0,4103,tbd,4103,2013-10-04,4,4,10,2013,40,7.0,-2.0,2.0,15.0
8.0,0.0,8.0,3.5,4103,tbd,4103,2013-10-05,5,5,10,2013,40,7.0,-2.0,2.0,19.5
11.5,0.0,10.0,6.0,4103,tbd,4103,2013-10-06,6,6,10,2013,40,7.0,-2.0,2.0,27.5
4.0,0.0,2.0,14.0,4103,tbd,4103,2013-10-07,0,7,10,2013,41,7.0,-2.0,2.0,20.0
6.0,0.0,8.0,5.0,4103,tbd,4103,2013-10-08,1,8,10,2013,41,,,,19.0
6.0,0.0,7.0,2.0,4103,tbd,4103,2013-10-09,2,9,10,2013,41,,,,15.0
0.0,0.0,3.0,0.0,4103,tbd,4103,2013-10-10,3,10,10,2013,41,,,,3.0
11.0,6.0,5.0,7.0,4103,tbd,4103,2013-10-11,4,11,10,2013,41,,,,29.0
1.5,0.0,19.0,0.0,4103,tbd,4103,2013-10-12,5,12,10,2013,41,,,,20.5
2.0,0.0,4.0,4.0,4103,tbd,4103,2013-10-13,6,13,10,2013,41,,,,10.0
4.0,0.0,18.0,8.0,4103,tbd,4103,2013-10-14,0,14,10,2013,42,,,,30.0
4.0,4.5,4.0,6.0,4103,tbd,4103,2013-10-15,1,15,10,2013,42,,,,18.5
6.0,2.0,6.0,2.0,4103,tbd,4103,2013-10-16,2,16,10,2013,42,,,,16.0
0.0,4.0,8.0,18.0,4103,tbd,4103,2013-10-17,3,17,10,2013,42,,,,30.0
4.0,0.0,5.0,13.0,4103,tbd,4103,2013-10-18,4,18,10,2013,42,,,,22.0
8.0,0.0,10.0,6.0,4103,tbd,4103,2013-10-19,5,19,10,2013,42,,,,24.0
7.0,0.0,4.0,10.0,4103,tbd,4103,2013-10-20,6,20,10,2013,42,,,,21.0
9.0,0.0,8.0,14.0,4103,tbd,4103,2013-10-21,0,21,10,2013,43,,,,31.0
2.0,2.0,14.0,8.0,4103,tbd,4103,2013-10-22,1,22,10,2013,43,,,,26.0
4.0,2.0,8.0,2.0,4103,tbd,4103,2013-10-23,2,23,10,2013,43,,,,16.0
2.0,0.0,0.0,11.0,4103,tbd,4103,2013-10-24,3,24,10,2013,43,,,,13.0
15.0,0.0,4.0,1.0,4103,tbd,4103,2013-10-25,4,25,10,2013,43,,,,20.0
14.0,2.0,2.0,6.0,4103,tbd,4103,2013-10-26,5,26,10,2013,43,,,,24.0
16.0,2.0,8.0,13.0,4103,tbd,4103,2013-10-27,6,27,10,2013,43,,,,39.0
6.0,8.0,6.0,0.0,4103,tbd,4103,2013-10-28,0,28,10,2013,44,,,,20.0
13.0,0.0,0.0,15.5,4103,tbd,4103,2013-10-29,1,29,10,2013,44,,,,28.5
12.0,4.0,0.0,25.0,4103,tbd,4103,2013-10-30,2,30,10,2013,44,,,,41.0
12.0,0.0,4.0,28.0,4103,tbd,4103,2013-10-31,3,31,10,2013,44,,,,44.0
5.0,0.0,0.0,6.0,4103,tbd,4103,2013-11-01,4,1,11,2013,44,,,,11.0
3.0,0.0,2.0,24.0,4103,tbd,4103,2013-11-02,5,2,11,2013,44,,,,29.0
4.0,0.0,8.0,8.5,4103,tbd,4103,2013-11-03,6,3,11,2013,44,,,,20.5
10.0,0.0,4.0,18.0,4103,tbd,4103,2013-11-04,0,4,11,2013,45,,,,32.0
4.0,8.0,8.0,3.0,4103,tbd,4103,2013-11-05,1,5,11,2013,45,,,,23.0
10.0,2.0,2.0,2.0,4103,tbd,4103,2013-11-06,2,6,11,2013,45,,,,16.0
10.0,3.0,13.0,2.0,4103,tbd,4103,2013-11-07,3,7,11,2013,45,,,,28.0
8.0,0.0,0.0,0.0,4103,tbd,4103,2013-11-08,4,8,11,2013,45,,,,8.0
8.0,6.0,0.0,0.0,4103,tbd,4103,2013-11-09,5,9,11,2013,45,,,,14.0
12.0,2.0,12.0,2.0,4103,tbd,4103,2013-11-10,6,10,11,2013,45,,,,28.0
6.5,4.0,4.0,6.0,4103,tbd,4103,2013-11-11,0,11,11,2013,46,,,,20.5
5.5,0.0,8.0,13.0,4103,tbd,4103,2013-11-12,1,12,11,2013,46,,,,26.5
17.0,0.0,8.0,0.0,4103,tbd,4103,2013-11-13,2,13,11,2013,46,,,,25.0
4.0,3.0,6.0,25.5,4103,tbd,4103,2013-11-14,3,14,11,2013,46,,,,38.5
5.5,4.0,8.0,9.0,4103,tbd,4103,2013-11-15,4,15,11,2013,46,,,,26.5
2.0,4.0,12.0,4.0,4103,tbd,4103,2013-11-16,5,16,11,2013,46,,,,22.0
17.0,0.0,0.0,0.0,4103,tbd,4103,2013-11-17,6,17,11,2013,46,,,,17.0
10.5,4.0,0.0,0.0,4103,tbd,4103,2013-11-18,0,18,11,2013,47,,,,14.5
4.5,4.0,0.0,10.0,4103,tbd,4103,2013-11-19,1,19,11,2013,47,,,,18.5
7.5,4.0,2.0,6.0,4103,tbd,4103,2013-11-20,2,20,11,2013,47,,,,19.5
6.0,8.0,2.0,4.0,4103,tbd,4103,2013-11-21,3,21,11,2013,47,,,,20.0
13.5,10.0,6.0,10.0,4103,tbd,4103,2013-11-22,4,22,11,2013,47,,,,39.5
2.0,2.0,23.0,3.0,4103,tbd,4103,2013-11-23,5,23,11,2013,47,,,,30.0
7.5,0.0,6.0,10.0,4103,tbd,4103,2013-11-24,6,24,11,2013,47,,,,23.5
4.0,0.0,2.0,12.0,4103,tbd,4103,2013-11-25,0,25,11,2013,48,,,,18.0
0.0,0.0,0.0,17.0,4103,tbd,4103,2013-11-26,1,26,11,2013,48,,,,17.0
2.0,0.0,0.0,12.0,4103,tbd,4103,2013-11-27,2,27,11,2013,48,,,,14.0
8.0,0.0,9.0,3.0,4103,tbd,4103,2013-11-28,3,28,11,2013,48,,,,20.0
0.0,0.0,10.0,7.0,4103,tbd,4103,2013-11-29,4,29,11,2013,48,,,,17.0
2.0,0.0,3.0,2.0,4103,tbd,4103,2013-11-30,5,30,11,2013,48,,,,7.0
2.0,2.0,0.0,4.0,4103,tbd,4103,2013-12-01,6,1,12,2013,48,,,,8.0
6.0,0.0,2.0,8.0,4103,tbd,4103,2013-12-02,0,2,12,2013,49,,,,16.0
4.0,0.0,14.0,6.0,4103,tbd,4103,2013-12-03,1,3,12,2013,49,,,,24.0
3.0,0.0,13.0,5.0,4103,tbd,4103,2013-12-04,2,4,12,2013,49,,,,21.0
8.0,0.0,15.5,10.0,4103,tbd,4103,2013-12-05,3,5,12,2013,49,,,,33.5
4.0,0.0,7.0,8.0,4103,tbd,4103,2013-12-06,4,6,12,2013,49,,,,19.0
2.0,1.0,8.0,12.0,4103,tbd,4103,2013-12-07,5,7,12,2013,49,,,,23.0
0.0,0.0,0.0,4.0,4103,tbd,4103,2013-12-08,6,8,12,2013,49,,,,4.0
0.0,14.0,8.0,8.0,4103,tbd,4103,2013-12-09,0,9,12,2013,50,,,,30.0
0.0,4.0,10.0,17.0,4103,tbd,4103,2013-12-10,1,10,12,2013,50,,,,31.0
0.0,0.0,0.0,2.0,4103,tbd,4103,2013-12-11,2,11,12,2013,50,,,,2.0
0.0,0.0,0.0,11.0,4103,tbd,4103,2013-12-12,3,12,12,2013,50,,,,11.0
2.0,8.0,0.0,7.0,4103,tbd,4103,2013-12-13,4,13,12,2013,50,,,,17.0
2.0,0.0,12.0,12.0,4103,tbd,4103,2013-12-14,5,14,12,2013,50,,,,26.0
10.0,0.0,10.0,9.5,4103,tbd,4103,2013-12-15,6,15,12,2013,50,,,,29.5
8.0,2.0,0.0,8.0,4103,tbd,4103,2013-12-16,0,16,12,2013,51,,,,18.0
20.0,0.0,4.0,4.0,4103,tbd,4103,2013-12-17,1,17,12,2013,51,,,,28.0
16.0,2.0,12.0,15.0,4103,tbd,4103,2013-12-18,2,18,12,2013,51,,,,45.0
8.0,3.0,12.5,0.0,4103,tbd,4103,2013-12-19,3,19,12,2013,51,,,,23.5
13.0,6.0,5.0,4.0,4103,tbd,4103,2013-12-20,4,20,12,2013,51,,,,28.0
9.0,2.5,7.5,0.0,4103,tbd,4103,2013-12-21,5,21,12,2013,51,,,,19.0
1.5,0.0,4.0,6.0,4103,tbd,4103,2013-12-22,6,22,12,2013,51,,,,11.5
13.5,3.5,2.0,13.0,4103,tbd,4103,2013-12-23,0,23,12,2013,52,,,,32.0
9.0,2.5,14.0,11.5,4103,tbd,4103,2013-12-24,1,24,12,2013,52,,,,37.0
14.0,6.5,8.0,6.0,4103,tbd,4103,2013-12-25,2,25,12,2013,52,,,,34.5
8.0,10.0,13.5,10.0,4103,tbd,4103,2013-12-26,3,26,12,2013,52,,,,41.5
10.0,4.0,4.0,7.5,4103,tbd,4103,2013-12-27,4,27,12,2013,52,,,,25.5
11.5,6.0,2.0,7.5,4103,tbd,4103,2013-12-28,5,28,12,2013,52,,,,27.0
7.5,0.0,6.0,13.5,4103,tbd,4103,2013-12-29,6,29,12,2013,52,,,,27.0
12.0,2.0,14.0,0.0,4103,tbd,4103,2013-12-30,0,30,12,2013,1,,,,28.0
8.0,0.0,4.0,4.0,4103,tbd,4103,2013-12-31,1,31,12,2013,1,,,,16.0
4.0,0.0,12.0,8.0,4103,tbd,4103,2014-01-01,2,1,1,2014,1,3.0,-1.0,1.0,24.0
4.0,0.0,8.0,6.0,4103,tbd,4103,2014-01-02,3,2,1,2014,1,,,,18.0
6.0,5.5,12.0,0.0,4103,tbd,4103,2014-01-03,4,3,1,2014,1,,,,23.5
3.5,12.5,4.0,6.0,4103,tbd,4103,2014-01-04,5,4,1,2014,1,,,,26.0
3.0,7.0,7.5,12.0,4103,tbd,4103,2014-01-05,6,5,1,2014,1,,,,29.5
11.0,2.0,12.5,12.0,4103,tbd,4103,2014-01-06,0,6,1,2014,2,,,,37.5
5.0,0.0,17.5,4.5,4103,tbd,4103,2014-01-07,1,7,1,2014,2,,,,27.0
4.0,0.0,11.0,10.0,4103,tbd,4103,2014-01-08,2,8,1,2014,2,,,,25.0
6.0,2.0,10.0,5.5,4103,tbd,4103,2014-01-09,3,9,1,2014,2,,,,23.5
10.0,0.0,6.0,2.0,4103,tbd,4103,2014-01-10,4,10,1,2014,2,,,,18.0
0.0,0.0,8.0,2.0,4103,tbd,4103,2014-01-11,5,11,1,2014,2,,,,10.0
0.0,4.0,6.0,10.0,4103,tbd,4103,2014-01-12,6,12,1,2014,2,,,,20.0
6.0,0.0,10.0,0.0,4103,tbd,4103,2014-01-13,0,13,1,2014,3,,,,16.0
0.0,4.0,10.0,6.0,4103,tbd,4103,2014-01-14,1,14,1,2014,3,,,,20.0
4.0,4.0,0.0,12.0,4103,tbd,4103,2014-01-15,2,15,1,2014,3,,,,20.0
2.0,2.0,4.0,4.0,4103,tbd,4103,2014-01-16,3,16,1,2014,3,,,,12.0
2.0,2.0,4.0,2.0,4103,tbd,4103,2014-01-17,4,17,1,2014,3,,,,10.0
2.0,4.0,2.0,3.0,4103,tbd,4103,2014-01-18,5,18,1,2014,3,,,,11.0
20.0,0.0,0.0,10.0,4103,tbd,4103,2014-01-19,6,19,1,2014,3,,,,30.0
7.5,4.0,0.0,16.0,4103,tbd,4103,2014-01-20,0,20,1,2014,4,,,,27.5
2.0,0.0,6.0,17.0,4103,tbd,4103,2014-01-21,1,21,1,2014,4,,,,25.0
0.0,0.0,4.0,17.0,4103,tbd,4103,2014-01-22,2,22,1,2014,4,,,,21.0
2.0,0.0,6.0,2.0,4103,tbd,4103,2014-01-24,4,24,1,2014,4,,,,10.0
8.0,0.0,6.0,0.0,4103,tbd,4103,2014-01-25,5,25,1,2014,4,,,,14.0
4.0,0.0,4.0,4.0,4103,tbd,4103,2014-01-26,6,26,1,2014,4,,,,12.0
8.0,2.0,11.0,14.0,4103,tbd,4103,2014-01-27,0,27,1,2014,5,,,,35.0
19.0,6.0,10.0,8.0,4103,tbd,4103,2014-01-28,1,28,1,2014,5,,,,43.0
20.0,6.0,6.0,4.0,4103,tbd,4103,2014-01-29,2,29,1,2014,5,,,,36.0
20.0,2.0,2.0,8.0,4103,tbd,4103,2014-01-30,3,30,1,2014,5,,,,32.0
6.0,0.0,0.0,4.0,4103,tbd,4103,2014-01-31,4,31,1,2014,5,7.0,-2.0,2.0,10.0
4.0,0.0,8.0,8.0,4103,tbd,4103,2014-02-01,5,1,2,2014,5,7.0,-2.0,2.0,20.0
2.0,0.0,2.0,4.0,4103,tbd,4103,2014-02-02,6,2,2,2014,5,7.0,-2.0,2.0,8.0
4.0,2.0,4.0,2.0,4103,tbd,4103,2014-02-03,0,3,2,2014,6,7.0,-2.0,2.0,12.0
2.0,2.0,4.0,2.0,4103,tbd,4103,2014-02-04,1,4,2,2014,6,7.0,-2.0,2.0,10.0
2.0,4.0,4.0,8.0,4103,tbd,4103,2014-02-05,2,5,2,2014,6,7.0,-2.0,2.0,18.0
2.0,6.0,4.0,0.0,4103,tbd,4103,2014-02-06,3,6,2,2014,6,7.0,-2.0,2.0,12.0
2.0,14.0,10.0,0.0,4103,tbd,4103,2014-02-07,4,7,2,2014,6,,,,26.0
12.0,3.0,6.0,6.0,4103,tbd,4103,2014-02-08,5,8,2,2014,6,,,,27.0
0.0,0.0,13.5,6.0,4103,tbd,4103,2014-02-09,6,9,2,2014,6,,,,19.5
6.0,2.0,8.0,0.0,4103,tbd,4103,2014-02-10,0,10,2,2014,7,,,,16.0
8.5,0.0,10.0,2.0,4103,tbd,4103,2014-02-11,1,11,2,2014,7,,,,20.5
5.5,4.5,10.0,3.0,4103,tbd,4103,2014-02-12,2,12,2,2014,7,,,,23.0
8.0,4.0,19.5,4.0,4103,tbd,4103,2014-02-13,3,13,2,2014,7,,,,35.5
4.0,0.0,12.0,0.0,4103,tbd,4103,2014-02-14,4,14,2,2014,7,,,,16.0
6.0,0.0,12.0,0.0,4103,tbd,4103,2014-02-15,5,15,2,2014,7,,,,18.0
8.0,2.0,9.0,8.0,4103,tbd,4103,2014-02-16,6,16,2,2014,7,,,,27.0
12.5,0.0,15.0,5.5,4103,tbd,4103,2014-02-17,0,17,2,2014,8,,,,33.0
5.5,0.0,21.0,7.0,4103,tbd,4103,2014-02-18,1,18,2,2014,8,,,,33.5
7.0,2.0,14.0,13.5,4103,tbd,4103,2014-02-19,2,19,2,2014,8,,,,36.5
10.0,0.0,4.5,8.0,4103,tbd,4103,2014-02-20,3,20,2,2014,8,,,,22.5
10.0,16.0,10.0,2.0,4103,tbd,4103,2014-02-21,4,21,2,2014,8,,,,38.0
10.0,8.0,4.0,15.0,4103,tbd,4103,2014-02-22,5,22,2,2014,8,,,,37.0
6.0,2.0,0.0,8.0,4103,tbd,4103,2014-02-23,6,23,2,2014,8,,,,16.0
5.5,0.0,2.0,6.0,4103,tbd,4103,2014-02-24,0,24,2,2014,9,,,,13.5
4.0,0.0,6.0,2.0,4103,tbd,4103,2014-02-25,1,25,2,2014,9,,,,12.0
0.0,2.0,12.0,0.0,4103,tbd,4103,2014-02-26,2,26,2,2014,9,,,,14.0
4.0,0.0,8.0,4.0,4103,tbd,4103,2014-02-27,3,27,2,2014,9,,,,16.0
2.0,2.0,17.0,4.0,4103,tbd,4103,2014-02-28,4,28,2,2014,9,,,,25.0
4.0,8.0,16.0,8.0,4103,tbd,4103,2014-03-01,5,1,3,2014,9,,,,36.0
7.0,0.0,2.0,4.0,4103,tbd,4103,2014-03-02,6,2,3,2014,9,,,,13.0
0.0,9.0,12.0,0.0,4103,tbd,4103,2014-03-03,0,3,3,2014,10,,,,21.0
6.0,4.0,8.5,6.0,4103,tbd,4103,2014-03-04,1,4,3,2014,10,,,,24.5
0.0,2.0,7.0,2.0,4103,tbd,4103,2014-03-05,2,5,3,2014,10,,,,11.0
6.0,2.0,5.0,4.0,4103,tbd,4103,2014-03-06,3,6,3,2014,10,,,,17.0
2.0,5.0,6.0,4.0,4103,tbd,4103,2014-03-07,4,7,3,2014,10,,,,17.0
2.0,7.0,11.0,11.0,4103,tbd,4103,2014-03-08,5,8,3,2014,10,,,,31.0
4.0,0.0,2.0,6.0,4103,tbd,4103,2014-03-09,6,9,3,2014,10,,,,12.0
4.0,4.0,0.0,6.0,4103,tbd,4103,2014-03-10,0,10,3,2014,11,,,,14.0
6.0,4.0,0.0,12.5,4103,tbd,4103,2014-03-11,1,11,3,2014,11,,,,22.5
0.0,8.0,6.0,12.0,4103,tbd,4103,2014-03-12,2,12,3,2014,11,,,,26.0
8.0,2.0,9.0,14.0,4103,tbd,4103,2014-03-13,3,13,3,2014,11,,,,33.0
8.0,8.0,8.0,0.0,4103,tbd,4103,2014-03-14,4,14,3,2014,11,,,,24.0
6.0,2.0,10.0,4.0,4103,tbd,4103,2014-03-15,5,15,3,2014,11,,,,22.0
2.0,2.0,13.0,4.0,4103,tbd,4103,2014-03-16,6,16,3,2014,11,,,,21.0
0.0,2.0,4.0,7.0,4103,tbd,4103,2014-03-17,0,17,3,2014,12,,,,13.0
0.0,6.0,8.0,6.0,4103,tbd,4103,2014-03-18,1,18,3,2014,12,,,,20.0
4.0,2.0,4.0,8.0,4103,tbd,4103,2014-03-19,2,19,3,2014,12,,,,18.0
4.0,4.0,4.0,4.0,4103,tbd,4103,2014-03-20,3,20,3,2014,12,,,,16.0
4.0,7.0,6.0,2.0,4103,tbd,4103,2014-03-21,4,21,3,2014,12,,,,19.0
8.0,4.0,10.0,9.0,4103,tbd,4103,2014-03-22,5,22,3,2014,12,,,,31.0
0.0,6.0,6.0,6.0,4103,tbd,4103,2014-03-23,6,23,3,2014,12,,,,18.0
2.0,4.0,8.0,6.0,4103,tbd,4103,2014-03-24,0,24,3,2014,13,,,,20.0
2.0,4.0,2.0,6.0,4103,tbd,4103,2014-03-25,1,25,3,2014,13,,,,14.0
8.0,4.0,2.0,2.0,4103,tbd,4103,2014-03-26,2,26,3,2014,13,,,,16.0
2.0,6.0,6.0,8.0,4103,tbd,4103,2014-03-27,3,27,3,2014,13,,,,22.0
0.0,4.0,4.0,12.0,4103,tbd,4103,2014-03-28,4,28,3,2014,13,,,,20.0
0.0,0.0,6.0,0.0,4103,tbd,4103,2014-03-29,5,29,3,2014,13,,,,6.0
4.0,0.0,2.0,0.0,4103,tbd,4103,2014-03-30,6,30,3,2014,13,,,,6.0
2.0,4.0,0.0,6.0,4103,tbd,4103,2014-03-31,0,31,3,2014,14,,,,12.0
6.0,4.0,2.0,6.0,4103,tbd,4103,2014-04-01,1,1,4,2014,14,,,,18.0
10.0,9.0,4.0,2.0,4103,tbd,4103,2014-04-02,2,2,4,2014,14,,,,25.0
4.0,6.0,2.0,2.0,4103,tbd,4103,2014-04-03,3,3,4,2014,14,,,,14.0
4.0,2.0,4.0,5.0,4103,tbd,4103,2014-04-04,4,4,4,2014,14,,,,15.0
2.0,2.0,4.0,2.0,4103,tbd,4103,2014-04-05,5,5,4,2014,14,3.0,-1.0,1.0,10.0
6.0,0.0,8.0,2.0,4103,tbd,4103,2014-04-06,6,6,4,2014,14,3.0,-1.0,1.0,16.0
0.0,6.0,2.0,8.0,4103,tbd,4103,2014-04-07,0,7,4,2014,15,3.0,-1.0,1.0,16.0
5.5,0.0,6.0,8.0,4103,tbd,4103,2014-04-08,1,8,4,2014,15,,,,19.5
4.0,6.0,2.0,13.5,4103,tbd,4103,2014-04-09,2,9,4,2014,15,,,,25.5
5.5,2.0,12.0,7.0,4103,tbd,4103,2014-04-10,3,10,4,2014,15,,,,26.5
2.0,0.0,4.0,5.5,4103,tbd,4103,2014-04-11,4,11,4,2014,15,,,,11.5
3.0,8.0,2.0,20.0,4103,tbd,4103,2014-04-12,5,12,4,2014,15,,,,33.0
2.0,4.0,0.0,4.0,4103,tbd,4103,2014-04-13,6,13,4,2014,15,,,,10.0
0.0,0.0,0.0,8.0,4103,tbd,4103,2014-04-14,0,14,4,2014,16,,,,8.0
8.0,0.0,2.0,8.0,4103,tbd,4103,2014-04-15,1,15,4,2014,16,,,,18.0
2.0,4.0,14.0,0.0,4103,tbd,4103,2014-04-16,2,16,4,2014,16,,,,20.0
4.0,4.0,5.0,4.0,4103,tbd,4103,2014-04-17,3,17,4,2014,16,,,,17.0
4.0,4.0,0.0,4.0,4103,tbd,4103,2014-04-18,4,18,4,2014,16,,,,12.0
6.0,0.0,4.0,8.0,4103,tbd,4103,2014-04-19,5,19,4,2014,16,,,,18.0
10.0,0.0,4.0,10.0,4103,tbd,4103,2014-04-20,6,20,4,2014,16,,,,24.0
10.0,0.0,2.0,12.0,4103,tbd,4103,2014-04-21,0,21,4,2014,17,,,,24.0
6.0,4.0,7.0,2.0,4103,tbd,4103,2014-04-22,1,22,4,2014,17,,,,19.0
6.0,0.0,7.0,0.0,4103,tbd,4103,2014-04-23,2,23,4,2014,17,,,,13.0
6.0,2.0,6.0,4.0,4103,tbd,4103,2014-04-24,3,24,4,2014,17,,,,18.0
2.0,0.0,0.0,4.0,4103,tbd,4103,2014-04-25,4,25,4,2014,17,,,,6.0
2.0,0.0,0.0,4.0,4103,tbd,4103,2014-04-26,5,26,4,2014,17,,,,6.0
4.0,0.0,4.0,4.0,4103,tbd,4103,2014-04-27,6,27,4,2014,17,,,,12.0
6.0,0.0,2.0,2.0,4103,tbd,4103,2014-04-28,0,28,4,2014,18,,,,10.0
2.0,2.0,6.0,8.0,4103,tbd,4103,2014-04-29,1,29,4,2014,18,,,,18.0
4.0,0.0,22.0,2.0,4103,tbd,4103,2014-04-30,2,30,4,2014,18,,,,28.0
14.0,12.0,0.0,2.0,4103,tbd,4103,2014-05-01,3,1,5,2014,18,3.0,-1.0,1.0,28.0
2.0,4.0,6.0,0.0,4103,tbd,4103,2014-05-02,4,2,5,2014,18,3.0,-1.0,1.0,12.0
2.0,4.0,6.0,3.5,4103,tbd,4103,2014-05-03,5,3,5,2014,18,3.0,-1.0,1.0,15.5
0.0,0.0,3.5,1.5,4103,tbd,4103,2014-05-04,6,4,5,2014,18,,,,5.0
3.5,2.5,4.0,3.5,4103,tbd,4103,2014-05-05,0,5,5,2014,19,,,,13.5
0.0,4.0,6.0,9.5,4103,tbd,4103,2014-05-06,1,6,5,2014,19,,,,19.5
0.0,2.0,6.5,10.0,4103,tbd,4103,2014-05-07,2,7,5,2014,19,,,,18.5
0.0,6.0,2.0,2.0,4103,tbd,4103,2014-05-08,3,8,5,2014,19,,,,10.0
4.0,6.0,0.0,12.0,4103,tbd,4103,2014-05-09,4,9,5,2014,19,,,,22.0
6.0,6.0,8.0,20.0,4103,tbd,4103,2014-05-10,5,10,5,2014,19,,,,40.0
3.0,12.0,0.0,8.0,4103,tbd,4103,2014-05-11,6,11,5,2014,19,,,,23.0
6.0,0.0,2.0,0.0,4103,tbd,4103,2014-05-12,0,12,5,2014,20,,,,8.0
0.0,0.0,10.0,13.5,4103,tbd,4103,2014-05-13,1,13,5,2014,20,,,,23.5
11.5,0.0,0.0,4.0,4103,tbd,4103,2014-05-14,2,14,5,2014,20,,,,15.5
16.0,10.0,14.0,10.0,4103,tbd,4103,2014-05-15,3,15,5,2014,20,,,,50.0
2.0,0.0,4.0,0.0,4103,tbd,4103,2014-05-16,4,16,5,2014,20,,,,6.0
6.0,0.0,4.0,10.0,4103,tbd,4103,2014-05-17,5,17,5,2014,20,,,,20.0
2.0,8.0,0.0,8.0,4103,tbd,4103,2014-05-18,6,18,5,2014,20,,,,18.0
2.0,13.5,4.0,6.0,4103,tbd,4103,2014-05-19,0,19,5,2014,21,,,,25.5
2.0,2.0,12.0,8.5,4103,tbd,4103,2014-05-20,1,20,5,2014,21,,,,24.5
0.0,0.0,2.0,0.0,4103,tbd,4103,2014-05-21,2,21,5,2014,21,,,,2.0
19.0,8.0,2.0,0.0,4103,tbd,4103,2014-05-22,3,22,5,2014,21,,,,29.0
7.0,2.0,4.0,6.0,4103,tbd,4103,2014-05-23,4,23,5,2014,21,,,,19.0
3.5,0.0,4.0,5.0,4103,tbd,4103,2014-05-24,5,24,5,2014,21,,,,12.5
3.0,2.0,0.0,8.0,4103,tbd,4103,2014-05-25,6,25,5,2014,21,,,,13.0
16.0,6.0,2.0,5.5,4103,tbd,4103,2014-05-26,0,26,5,2014,22,,,,29.5
4.0,8.0,6.0,3.5,4103,tbd,4103,2014-05-27,1,27,5,2014,22,,,,21.5
11.0,10.0,2.0,6.0,4103,tbd,4103,2014-05-28,2,28,5,2014,22,,,,29.0
10.0,10.5,0.0,0.0,4103,tbd,4103,2014-05-29,3,29,5,2014,22,,,,20.5
6.0,0.0,4.0,0.0,4103,tbd,4103,2014-05-30,4,30,5,2014,22,,,,10.0
4.0,0.0,4.0,6.0,4103,tbd,4103,2014-05-31,5,31,5,2014,22,3.0,-1.0,1.0,14.0
4.0,0.0,2.0,2.0,4103,tbd,4103,2014-06-01,6,1,6,2014,22,3.0,-1.0,1.0,8.0
2.0,0.0,0.0,3.0,4103,tbd,4103,2014-06-02,0,2,6,2014,23,3.0,-1.0,1.0,5.0
2.0,2.0,4.0,2.0,4103,tbd,4103,2014-06-03,1,3,6,2014,23,,,,10.0
4.0,5.0,0.0,2.0,4103,tbd,4103,2014-06-04,2,4,6,2014,23,,,,11.0
8.0,0.0,4.0,0.0,4103,tbd,4103,2014-06-05,3,5,6,2014,23,,,,12.0
0.0,1.5,4.0,3.5,4103,tbd,4103,2014-06-06,4,6,6,2014,23,,,,9.0
9.0,6.0,2.0,2.0,4103,tbd,4103,2014-06-07,5,7,6,2014,23,,,,19.0
12.0,4.0,0.0,4.0,4103,tbd,4103,2014-06-08,6,8,6,2014,23,,,,20.0
2.0,0.0,10.0,4.0,4103,tbd,4103,2014-06-09,0,9,6,2014,24,,,,16.0
6.0,4.0,8.0,5.0,4103,tbd,4103,2014-06-10,1,10,6,2014,24,,,,23.0
2.0,3.0,3.5,6.0,4103,tbd,4103,2014-06-11,2,11,6,2014,24,,,,14.5
6.0,2.0,4.5,8.0,4103,tbd,4103,2014-06-12,3,12,6,2014,24,,,,20.5
5.0,10.0,9.0,3.0,4103,tbd,4103,2014-06-13,4,13,6,2014,24,,,,27.0
4.0,0.0,0.0,0.0,4103,tbd,4103,2014-06-14,5,14,6,2014,24,,,,4.0
6.0,0.0,15.0,2.0,4103,tbd,4103,2014-06-15,6,15,6,2014,24,,,,23.0
13.0,1.0,8.0,2.0,4103,tbd,4103,2014-06-16,0,16,6,2014,25,,,,24.0
0.0,0.0,0.0,4.0,4103,tbd,4103,2014-06-17,1,17,6,2014,25,,,,4.0
6.0,0.0,6.0,0.0,4103,tbd,4103,2014-06-18,2,18,6,2014,25,,,,12.0
5.5,0.0,8.0,0.0,4103,tbd,4103,2014-06-19,3,19,6,2014,25,,,,13.5
12.5,7.0,4.0,0.0,4103,tbd,4103,2014-06-20,4,20,6,2014,25,,,,23.5
4.0,0.0,2.0,10.0,4103,tbd,4103,2014-06-21,5,21,6,2014,25,,,,16.0
